city, pop_tot , pop_fb ,pop_fb_share,natrate,lsnblaborforceparticrate,lsfblaborforceparticrate,hsnblaborforceparticrate,hsfblaborforceparticrate,lsnbemplrate,lsfbemplrate,hsnbemplrate,hsfbemplrate,lsnbhighprestigerate,lsfbhighprestigerate,hsnbhighprestigerate,hsfbhighprestigerate,lsnbparttimerate,lsfbparttimerate,hsnbparttimerate,hsfbparttimerate,nbentrepreneurshiprate,fbentrepreneurshiprate,lsnbpovertyrate,lsfbpovertyrate,hsnbpovertyrate,hsfbpovertyrate,lsnbtrirecipient,lsfbtrirecipient,hsnbtrirecipient,hsfbtrirecipient,lsnbfoodstamprecipient,lsfbfoodstamprecipient,hsnbfoodstamprecipient,hsfbfoodstamprecipient,nbownershiprate,fbownershiprate,nboverburdenrate,fboverburdenrate,nbovercrowdedrate,fbovercrowdedrate,nbhealthinsu,fbhealthinsu,nbhs,fbhs,nbba,fbba,nbadv,fbadv,nbpubsoc,fbpubsoc,nbmilitaryvet,fbmilitaryvet, lsnbmediantotinc , lsfbmediantotinc , hsnbmediantotinc , hsfbmediantotinc , nbmedianbusinessincome , fbmedianbusinessincome , overall_score , overall_ranking , policy_score ,gov_leadership,econ_empower,Inclusivity,Community,legal_support,emergency_management,se_score,job_opps,econ_prosperity,Livability,civic_particip
"Irvine city, CA",254210.00,94689.00,0.37,0.83,0.54,0.47,0.78,0.69,0.93,0.93,0.97,0.96,0.05,0.06,0.31,0.39,0.38,0.28,0.16,0.13,0.13,0.14,0.15,0.27,0.04,0.10,0.25,0.27,0.05,0.08,0.05,0.10,0.01,0.01,0.49,0.46,0.46,0.55,0.01,0.04,0.97,0.92,0.97,0.92,0.61,0.66,0.24,0.29,0.04,0.03,0.06,0.01,10654.00,9269.00,67118.00,53955.00,31961.00,30000.00,2.63,72.00,3.00,3.00,3.00,3.00,2.00,3.00,4.00,2.25,1.00,1.00,3.00,4.00
"Irving city, TX",240532.00,86635.00,0.36,0.65,0.68,0.74,0.83,0.77,0.94,0.97,0.98,0.97,0.04,0.01,0.25,0.31,0.20,0.15,0.09,0.07,0.06,0.10,0.13,0.16,0.03,0.07,0.31,0.13,0.02,0.03,0.12,0.13,0.02,0.03,0.41,0.36,0.29,0.33,0.01,0.04,0.86,0.66,0.93,0.66,0.36,0.35,0.11,0.15,0.04,0.01,0.07,0.01,21000.00,20000.00,58000.00,50718.00,33374.00,20859.00,2.58,74.00,2.67,1.00,3.00,2.00,3.00,3.00,4.00,2.50,3.00,3.00,3.00,1.00
"Jacksonville city, FL",890762.00,98270.00,0.11,0.79,0.62,0.65,0.76,0.77,0.93,0.96,0.97,0.97,0.05,0.04,0.26,0.29,0.21,0.19,0.11,0.12,0.08,0.10,0.17,0.15,0.05,0.08,0.27,0.16,0.05,0.05,0.20,0.18,0.05,0.05,0.56,0.55,0.38,0.37,0.01,0.01,0.89,0.77,0.91,0.84,0.29,0.35,0.09,0.12,0.06,0.03,0.15,0.06,20233.00,19316.00,50000.00,40484.00,22399.00,23675.00,3.46,26.00,2.17,2.00,2.00,1.00,3.00,1.00,4.00,4.75,4.00,5.00,5.00,5.00
"Jersey City city, NJ",261060.00,109055.00,0.42,0.77,0.56,0.60,0.90,0.75,0.91,0.94,0.98,0.96,0.03,0.03,0.21,0.31,0.25,0.20,0.09,0.09,0.06,0.06,0.21,0.20,0.05,0.11,0.46,0.30,0.07,0.07,0.24,0.27,0.04,0.07,0.29,0.28,0.39,0.39,0.02,0.04,0.93,0.83,0.90,0.86,0.44,0.51,0.15,0.24,0.06,0.02,0.05,0.01,15980.00,16000.00,64746.00,56113.00,31961.00,18326.00,4.25,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,3.50,3.00,3.00,5.00,3.00
"Kansas City city, MO",485621.00,37471.00,0.08,0.73,0.62,0.65,0.80,0.73,0.93,0.94,0.98,0.98,0.04,0.03,0.28,0.39,0.23,0.18,0.13,0.17,0.07,0.09,0.18,0.23,0.05,0.16,0.26,0.15,0.03,0.05,0.17,0.20,0.03,0.05,0.54,0.48,0.31,0.35,0.00,0.02,0.89,0.67,0.92,0.70,0.33,0.26,0.12,0.12,0.07,0.04,0.09,0.03,20362.00,17308.00,50906.00,37118.00,21307.00,23988.00,2.96,50.00,3.17,3.00,4.00,2.00,4.00,2.00,4.00,2.75,2.00,3.00,3.00,3.00
"Laredo city, TX",256042.00,67852.00,0.27,0.60,0.58,0.53,0.82,0.77,0.93,0.96,0.98,0.98,0.03,0.01,0.26,0.18,0.22,0.22,0.11,0.11,0.08,0.17,0.29,0.32,0.05,0.07,0.40,0.17,0.03,0.03,0.30,0.32,0.05,0.09,0.63,0.58,0.37,0.45,0.03,0.04,0.78,0.54,0.78,0.50,0.21,0.15,0.06,0.04,0.09,0.03,0.05,0.01,11200.00,10500.00,48870.00,35796.00,21991.00,14400.00,1.92,95.00,1.83,1.00,1.00,3.00,2.00,1.00,3.00,2.00,3.00,3.00,1.00,1.00
"Las Vegas city, NV",632764.00,137844.00,0.22,0.75,0.58,0.66,0.70,0.65,0.91,0.96,0.96,0.95,0.04,0.02,0.26,0.22,0.25,0.19,0.15,0.17,0.08,0.10,0.17,0.17,0.06,0.10,0.32,0.14,0.07,0.10,0.19,0.19,0.05,0.09,0.53,0.51,0.45,0.41,0.01,0.02,0.91,0.71,0.91,0.65,0.26,0.18,0.10,0.05,0.06,0.02,0.13,0.03,19177.00,20395.00,51138.00,30896.00,25899.00,23000.00,2.75,62.00,2.50,1.00,3.00,3.00,3.00,4.00,1.00,3.00,2.00,3.00,4.00,3.00
"Lexington-Fayette urban county, KY",320655.00,30125.00,0.09,0.72,0.61,0.73,0.78,0.77,0.93,0.94,0.97,0.99,0.05,0.01,0.27,0.32,0.31,0.21,0.14,0.17,0.09,0.10,0.20,0.29,0.06,0.15,0.30,0.18,0.06,0.04,0.14,0.19,0.03,0.05,0.56,0.38,0.37,0.40,0.00,0.02,0.95,0.71,0.93,0.75,0.44,0.41,0.18,0.23,0.06,0.02,0.08,0.01,16697.00,17308.00,50000.00,40317.00,20859.00,15644.00,3.25,36.00,4.00,5.00,4.00,2.00,5.00,3.00,5.00,2.50,4.00,3.00,1.00,2.00
"Lincoln city, NE",283535.00,23260.00,0.08,0.77,0.66,0.70,0.81,0.76,0.96,0.96,0.99,0.95,0.05,0.04,0.23,0.28,0.30,0.24,0.16,0.15,0.07,0.04,0.14,0.27,0.06,0.11,0.18,0.20,0.03,0.06,0.09,0.24,0.03,0.11,0.62,0.40,0.36,0.39,0.01,0.02,0.93,0.83,0.96,0.72,0.40,0.31,0.14,0.16,0.08,0.04,0.09,0.02,20754.00,16494.00,46941.00,27500.00,21582.00,33374.00,2.50,78.00,3.00,3.00,4.00,2.00,3.00,3.00,3.00,2.00,1.00,1.00,3.00,3.00
"Long Beach city, CA",467025.00,116845.00,0.25,0.72,0.61,0.61,0.79,0.74,0.92,0.95,0.97,0.96,0.04,0.04,0.26,0.33,0.27,0.21,0.15,0.16,0.10,0.12,0.19,0.20,0.06,0.07,0.39,0.36,0.08,0.12,0.12,0.19,0.03,0.02,0.42,0.37,0.48,0.55,0.02,0.09,0.95,0.83,0.93,0.57,0.37,0.20,0.14,0.06,0.06,0.03,0.07,0.01,18326.00,16000.00,61087.00,43164.00,30544.00,20362.00,3.50,23.00,4.50,4.00,5.00,5.00,4.00,4.00,5.00,2.50,3.00,2.00,2.00,3.00
"Los Angeles city, CA",3968051.00,1461291.00,0.37,0.71,0.59,0.63,0.82,0.73,0.91,0.95,0.95,0.96,0.04,0.02,0.23,0.29,0.31,0.23,0.17,0.17,0.14,0.19,0.21,0.21,0.07,0.11,0.46,0.38,0.09,0.16,0.12,0.16,0.02,0.04,0.39,0.33,0.49,0.56,0.03,0.11,0.93,0.81,0.92,0.62,0.44,0.24,0.15,0.08,0.04,0.03,0.05,0.01,14382.00,16187.00,55996.00,41717.00,31288.00,20000.00,3.88,14.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,2.75,3.00,2.00,2.00,4.00
"Louisville city, KY",247255.00,12710.00,0.05,0.68,0.57,0.69,0.78,0.74,0.90,0.93,0.98,0.94,0.04,0.04,0.26,0.28,0.28,0.21,0.15,0.16,0.07,0.10,0.24,0.35,0.06,0.17,0.42,0.35,0.07,0.16,0.22,0.25,0.03,0.14,0.53,0.34,0.36,0.37,0.01,0.05,0.95,0.79,0.89,0.80,0.31,0.37,0.13,0.19,0.05,0.02,0.09,0.02,16187.00,14568.00,49007.00,26978.00,25569.00,25000.00,3.13,43.00,3.50,4.00,4.00,2.00,3.00,3.00,5.00,2.75,4.00,1.00,3.00,3.00
"Lubbock city, TX",248438.00,15541.00,0.06,0.58,0.61,0.62,0.75,0.71,0.96,0.96,0.98,0.99,0.04,0.02,0.26,0.33,0.27,0.21,0.16,0.33,0.09,0.09,0.23,0.28,0.09,0.22,0.23,0.11,0.04,0.01,0.15,0.15,0.03,0.05,0.54,0.45,0.42,0.38,0.01,0.02,0.87,0.73,0.87,0.69,0.29,0.35,0.10,0.23,0.05,0.03,0.07,0.02,15644.00,14254.00,45000.00,25899.00,20859.00,23000.00,2.33,87.00,1.67,1.00,1.00,2.00,2.00,1.00,3.00,3.00,1.00,4.00,4.00,3.00
"Madison city, WI",258067.00,25736.00,0.10,0.69,0.65,0.65,0.80,0.76,0.95,0.94,0.98,0.98,0.06,0.03,0.31,0.45,0.40,0.25,0.18,0.22,0.06,0.04,0.20,0.24,0.07,0.19,0.19,0.12,0.03,0.04,0.12,0.21,0.02,0.02,0.53,0.35,0.43,0.43,0.00,0.04,0.97,0.86,0.97,0.86,0.56,0.56,0.23,0.35,0.07,0.05,0.06,0.01,16687.00,17003.00,51730.00,35610.00,26634.00,22945.00,2.75,62.00,3.50,3.00,4.00,3.00,3.00,4.00,4.00,2.00,1.00,2.00,2.00,3.00
"Memphis city, TN",651815.00,39551.00,0.06,0.68,0.58,0.70,0.77,0.77,0.89,0.96,0.97,0.97,0.04,0.01,0.25,0.28,0.23,0.19,0.12,0.15,0.06,0.13,0.27,0.27,0.06,0.14,0.36,0.10,0.06,0.09,0.27,0.22,0.06,0.04,0.49,0.46,0.40,0.40,0.00,0.02,0.88,0.53,0.88,0.62,0.27,0.25,0.10,0.13,0.07,0.01,0.08,0.01,15235.00,16290.00,47852.00,34092.00,22373.00,17000.00,2.33,87.00,1.67,1.00,1.00,1.00,3.00,3.00,1.00,3.00,5.00,4.00,2.00,1.00
"Mesa city, AZ",497139.00,59015.00,0.12,0.65,0.61,0.64,0.70,0.69,0.94,0.95,0.96,0.96,0.05,0.02,0.26,0.29,0.24,0.22,0.15,0.17,0.08,0.16,0.15,0.28,0.06,0.12,0.27,0.19,0.07,0.11,0.11,0.16,0.04,0.09,0.63,0.50,0.39,0.49,0.01,0.05,0.90,0.68,0.93,0.63,0.28,0.18,0.09,0.06,0.05,0.02,0.12,0.02,21582.00,16687.00,46932.00,35000.00,22661.00,18326.00,1.88,97.00,2.00,2.00,1.00,1.00,3.00,3.00,2.00,1.75,3.00,1.00,1.00,2.00
"Miami city, FL",452909.00,263863.00,0.58,0.74,0.57,0.56,0.83,0.75,0.89,0.95,0.97,0.96,0.04,0.02,0.32,0.19,0.23,0.17,0.12,0.15,0.12,0.18,0.28,0.26,0.07,0.12,0.45,0.28,0.04,0.12,0.33,0.41,0.03,0.17,0.32,0.29,0.50,0.59,0.02,0.04,0.86,0.76,0.87,0.74,0.39,0.25,0.17,0.09,0.06,0.02,0.05,0.01,11719.00,13000.00,54233.00,31288.00,28507.00,16187.00,2.46,80.00,2.67,3.00,2.00,2.00,2.00,3.00,4.00,2.25,2.00,1.00,3.00,3.00
"Milwaukee city, WI",593065.00,58891.00,0.10,0.66,0.60,0.65,0.81,0.72,0.91,0.96,0.98,0.96,0.04,0.01,0.27,0.20,0.27,0.17,0.15,0.12,0.05,0.07,0.26,0.26,0.07,0.13,0.45,0.28,0.07,0.07,0.31,0.35,0.06,0.08,0.43,0.46,0.43,0.34,0.01,0.02,0.93,0.70,0.88,0.58,0.26,0.16,0.09,0.08,0.06,0.01,0.06,0.01,16000.00,17730.00,48282.00,37546.00,26438.00,27795.00,2.67,66.00,2.33,3.00,1.00,3.00,2.00,3.00,2.00,3.00,2.00,5.00,4.00,1.00
"Minneapolis city, MN",420241.00,62459.00,0.15,0.72,0.66,0.68,0.85,0.81,0.92,0.91,0.98,0.97,0.06,0.03,0.24,0.37,0.38,0.32,0.17,0.20,0.09,0.07,0.24,0.39,0.06,0.15,0.41,0.49,0.07,0.12,0.19,0.41,0.03,0.08,0.53,0.25,0.39,0.44,0.01,0.08,0.96,0.82,0.96,0.64,0.55,0.31,0.21,0.15,0.06,0.03,0.06,0.02,17521.00,14352.00,55466.00,39632.00,25453.00,20000.00,2.67,66.00,3.83,4.00,3.00,3.00,4.00,5.00,4.00,1.50,1.00,1.00,1.00,3.00
"Nashville-Davidson metropolitan government (balance), TN",662176.00,87969.00,0.13,0.73,0.64,0.74,0.83,0.80,0.94,0.96,0.98,0.98,0.05,0.02,0.28,0.26,0.24,0.17,0.13,0.11,0.09,0.09,0.18,0.24,0.06,0.11,0.29,0.18,0.04,0.08,0.15,0.20,0.02,0.08,0.55,0.43,0.37,0.39,0.01,0.02,0.91,0.63,0.92,0.71,0.43,0.30,0.16,0.12,0.06,0.03,0.08,0.02,20859.00,19424.00,50906.00,37288.00,30215.00,22736.00,2.58,74.00,3.17,5.00,1.00,1.00,5.00,3.00,4.00,2.00,3.00,1.00,1.00,3.00
"New Orleans city, LA",390561.00,21570.00,0.06,0.76,0.54,0.63,0.78,0.75,0.89,0.92,0.97,0.96,0.04,0.02,0.30,0.30,0.28,0.21,0.15,0.19,0.11,0.20,0.30,0.25,0.08,0.13,0.44,0.22,0.08,0.09,0.25,0.13,0.04,0.03,0.48,0.46,0.48,0.51,0.00,0.01,0.91,0.78,0.87,0.78,0.37,0.39,0.16,0.17,0.07,0.04,0.07,0.02,12410.00,15900.00,46932.00,37700.00,23740.00,20859.00,3.42,29.00,2.33,3.00,1.00,1.00,2.00,3.00,4.00,4.50,5.00,5.00,3.00,5.00
"New York city, NY",8418640.00,3107968.00,0.37,0.78,0.50,0.60,0.82,0.76,0.89,0.94,0.96,0.96,0.04,0.03,0.24,0.28,0.27,0.21,0.13,0.13,0.09,0.11,0.23,0.20,0.06,0.10,0.50,0.42,0.09,0.18,0.29,0.28,0.04,0.10,0.33,0.32,0.44,0.51,0.02,0.06,0.96,0.87,0.89,0.74,0.45,0.30,0.19,0.12,0.07,0.04,0.04,0.01,12515.00,16620.00,64746.00,50000.00,31288.00,21307.00,4.29,4.00,4.83,5.00,5.00,5.00,4.00,5.00,5.00,3.75,5.00,2.00,3.00,5.00
"Newark city, NJ",280908.00,90819.00,0.32,0.77,0.53,0.67,0.80,0.76,0.84,0.92,0.92,0.95,0.04,0.02,0.13,0.20,0.26,0.21,0.15,0.18,0.05,0.09,0.32,0.22,0.11,0.14,0.54,0.25,0.15,0.14,0.28,0.19,0.11,0.09,0.20,0.26,0.51,0.53,0.02,0.06,0.91,0.65,0.80,0.69,0.14,0.16,0.04,0.05,0.09,0.02,0.05,0.02,10228.00,17730.00,40725.00,30000.00,21307.00,15018.00,3.67,17.00,3.33,3.00,5.00,5.00,2.00,4.00,1.00,4.00,5.00,5.00,3.00,3.00
"Norfolk city, VA",257412.00,17043.00,0.07,0.79,0.67,0.68,0.79,0.78,0.93,0.95,0.97,0.95,0.04,0.05,0.24,0.28,0.21,0.14,0.14,0.19,0.05,0.07,0.22,0.16,0.06,0.05,0.25,0.07,0.05,0.04,0.15,0.08,0.03,0.04,0.45,0.44,0.41,0.39,0.00,0.02,0.90,0.78,0.88,0.82,0.26,0.34,0.10,0.14,0.08,0.07,0.28,0.16,19709.00,22000.00,48400.00,37769.00,20000.00,23309.00,3.29,33.00,1.83,1.00,1.00,3.00,2.00,3.00,1.00,4.75,4.00,5.00,5.00,5.00
"North Las Vegas city, NV",240979.00,51380.00,0.21,0.74,0.62,0.67,0.75,0.68,0.92,0.96,0.96,0.95,0.04,0.02,0.22,0.19,0.22,0.15,0.11,0.14,0.06,0.09,0.16,0.15,0.05,0.08,0.35,0.10,0.08,0.10,0.16,0.21,0.06,0.09,0.59,0.61,0.39,0.43,0.01,0.02,0.92,0.68,0.90,0.62,0.21,0.15,0.07,0.04,0.07,0.02,0.15,0.04,20000.00,21582.00,50000.00,32400.00,22500.00,16799.00,3.00,48.00,3.00,2.00,4.00,3.00,1.00,4.00,4.00,3.00,3.00,4.00,3.00,2.00
"Oakland city, CA",425165.00,115248.00,0.27,0.71,0.59,0.61,0.82,0.79,0.90,0.94,0.97,0.96,0.04,0.01,0.26,0.30,0.30,0.28,0.17,0.15,0.12,0.15,0.21,0.23,0.05,0.08,0.45,0.40,0.08,0.12,0.17,0.16,0.03,0.04,0.43,0.36,0.42,0.50,0.02,0.09,0.95,0.85,0.94,0.62,0.55,0.27,0.24,0.11,0.08,0.03,0.05,0.01,15980.00,14915.00,68834.00,60000.00,31288.00,21582.00,3.08,46.00,3.67,2.00,3.00,5.00,3.00,5.00,4.00,2.50,3.00,2.00,2.00,3.00
"Oklahoma City city, OK",634903.00,68852.00,0.11,0.69,0.61,0.68,0.76,0.80,0.93,0.96,0.99,0.98,0.05,0.03,0.28,0.31,0.22,0.19,0.14,0.14,0.10,0.11,0.19,0.22,0.05,0.09,0.28,0.11,0.03,0.04,0.18,0.18,0.03,0.04,0.58,0.53,0.32,0.32,0.01,0.02,0.88,0.60,0.91,0.57,0.32,0.22,0.11,0.11,0.09,0.05,0.12,0.02,18963.00,18021.00,48581.00,37384.00,23000.00,26101.00,2.38,85.00,1.50,1.00,1.00,2.00,3.00,1.00,1.00,3.25,3.00,5.00,2.00,3.00
"Omaha city, NE",455932.00,50799.00,0.11,0.66,0.65,0.70,0.79,0.77,0.94,0.93,0.98,0.96,0.04,0.02,0.30,0.20,0.27,0.19,0.13,0.14,0.08,0.06,0.15,0.26,0.04,0.11,0.24,0.19,0.03,0.04,0.14,0.23,0.03,0.06,0.62,0.43,0.37,0.30,0.00,0.04,0.92,0.67,0.94,0.55,0.40,0.26,0.13,0.11,0.04,0.01,0.10,0.01,20859.00,16000.00,52942.00,37365.00,23438.00,21582.00,1.50,100.00,2.00,1.00,3.00,3.00,3.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
"Orlando city, FL",274450.00,62326.00,0.23,0.79,0.64,0.68,0.80,0.77,0.92,0.95,0.98,0.97,0.04,0.02,0.25,0.22,0.25,0.21,0.12,0.16,0.08,0.11,0.22,0.22,0.07,0.12,0.34,0.19,0.05,0.05,0.26,0.25,0.05,0.10,0.43,0.39,0.42,0.52,0.01,0.03,0.88,0.74,0.90,0.79,0.35,0.28,0.11,0.10,0.05,0.02,0.08,0.02,17003.00,16187.00,46700.00,29202.00,25453.00,19177.00,3.00,48.00,3.50,4.00,4.00,3.00,4.00,3.00,3.00,2.50,1.00,3.00,2.00,4.00
"Philadelphia city, PA",1579833.00,223773.00,0.14,0.79,0.52,0.62,0.80,0.74,0.88,0.92,0.96,0.93,0.04,0.03,0.30,0.33,0.26,0.22,0.14,0.13,0.06,0.12,0.29,0.27,0.09,0.18,0.45,0.33,0.08,0.13,0.32,0.30,0.07,0.16,0.53,0.50,0.44,0.51,0.01,0.03,0.94,0.80,0.87,0.74,0.29,0.31,0.12,0.14,0.08,0.03,0.07,0.02,13850.00,15018.00,50906.00,32580.00,23417.00,21582.00,3.92,13.00,4.33,5.00,4.00,3.00,5.00,5.00,4.00,3.50,5.00,3.00,3.00,3.00
"Phoenix city, AZ",1625123.00,316080.00,0.19,0.62,0.63,0.65,0.77,0.75,0.93,0.96,0.98,0.97,0.05,0.02,0.27,0.31,0.22,0.18,0.13,0.12,0.09,0.14,0.19,0.25,0.05,0.08,0.36,0.28,0.06,0.09,0.15,0.24,0.03,0.05,0.56,0.50,0.37,0.38,0.01,0.05,0.90,0.69,0.90,0.59,0.32,0.18,0.11,0.07,0.05,0.02,0.09,0.02,19640.00,16900.00,53268.00,43164.00,26073.00,18773.00,2.46,80.00,2.67,2.00,3.00,2.00,4.00,1.00,4.00,2.25,4.00,2.00,2.00,1.00
"Pittsburgh city, PA",301898.00,27082.00,0.09,0.76,0.54,0.45,0.82,0.66,0.91,0.97,0.97,0.98,0.05,0.06,0.31,0.37,0.32,0.29,0.14,0.13,0.06,0.08,0.25,0.42,0.09,0.22,0.33,0.32,0.06,0.05,0.24,0.19,0.04,0.05,0.48,0.31,0.38,0.44,0.00,0.03,0.95,0.89,0.93,0.89,0.42,0.70,0.19,0.43,0.06,0.02,0.08,0.01,14497.00,9400.00,48154.00,30250.00,22000.00,20859.00,3.13,43.00,4.00,4.00,4.00,3.00,5.00,3.00,5.00,2.25,3.00,2.00,3.00,1.00
"Plano city, TX",287217.00,78451.00,0.27,0.81,0.63,0.63,0.78,0.76,0.95,0.97,0.97,0.96,0.08,0.03,0.28,0.35,0.22,0.21,0.11,0.10,0.09,0.11,0.08,0.15,0.03,0.06,0.14,0.08,0.02,0.03,0.05,0.08,0.01,0.03,0.58,0.55,0.32,0.31,0.01,0.02,0.93,0.80,0.98,0.87,0.54,0.63,0.18,0.33,0.04,0.02,0.08,0.01,20827.00,15272.00,60000.00,57500.00,31961.00,26471.00,2.04,93.00,1.33,1.00,1.00,2.00,2.00,1.00,1.00,2.75,1.00,2.00,5.00,3.00
"Portland city, OR",644564.00,85654.00,0.13,0.76,0.62,0.64,0.80,0.78,0.93,0.95,0.97,0.97,0.05,0.02,0.25,0.27,0.31,0.21,0.19,0.18,0.12,0.11,0.17,0.24,0.06,0.09,0.33,0.35,0.08,0.10,0.22,0.33,0.05,0.10,0.54,0.50,0.42,0.46,0.01,0.04,0.95,0.86,0.96,0.73,0.53,0.32,0.21,0.14,0.06,0.04,0.07,0.02,20000.00,17730.00,53268.00,46932.00,24819.00,22661.00,3.17,40.00,3.33,3.00,3.00,4.00,3.00,4.00,3.00,3.00,2.00,2.00,3.00,5.00
"Raleigh city, NC",469542.00,59233.00,0.13,0.74,0.58,0.72,0.81,0.76,0.93,0.95,0.98,0.98,0.06,0.03,0.26,0.31,0.27,0.20,0.13,0.17,0.08,0.09,0.15,0.25,0.04,0.11,0.24,0.12,0.02,0.03,0.13,0.14,0.02,0.03,0.56,0.45,0.35,0.40,0.00,0.02,0.92,0.69,0.95,0.75,0.53,0.44,0.18,0.21,0.07,0.03,0.08,0.02,16687.00,18733.00,53400.00,40725.00,31961.00,25899.00,2.33,87.00,2.17,3.00,1.00,1.00,3.00,2.00,3.00,2.50,3.00,3.00,1.00,3.00
"Reno city, NV",243053.00,36412.00,0.15,0.73,0.64,0.74,0.71,0.76,0.93,0.95,0.98,0.98,0.04,0.01,0.29,0.23,0.28,0.18,0.17,0.16,0.09,0.06,0.17,0.14,0.05,0.08,0.26,0.12,0.05,0.05,0.15,0.16,0.03,0.09,0.51,0.44,0.40,0.37,0.02,0.04,0.93,0.77,0.94,0.69,0.36,0.25,0.14,0.10,0.06,0.02,0.11,0.03,21201.00,22399.00,52147.00,40000.00,30176.00,22500.00,2.67,66.00,2.33,2.00,4.00,3.00,1.00,3.00,1.00,3.00,2.00,3.00,4.00,3.00
"Richmond city, VA",226352.00,16049.00,0.07,0.75,0.56,0.70,0.82,0.72,0.90,0.96,0.98,0.95,0.03,0.01,0.25,0.31,0.30,0.25,0.13,0.17,0.06,0.07,0.30,0.24,0.06,0.18,0.34,0.10,0.03,0.03,0.22,0.16,0.02,0.05,0.44,0.33,0.42,0.37,0.01,0.03,0.91,0.53,0.88,0.61,0.40,0.28,0.16,0.17,0.08,0.03,0.08,0.02,14000.00,15272.00,50906.00,49000.00,20000.00,18773.00,3.38,31.00,4.00,5.00,4.00,4.00,3.00,3.00,5.00,2.75,1.00,5.00,2.00,3.00
"Riverside city, CA",327680.00,74150.00,0.23,0.72,0.60,0.61,0.75,0.71,0.92,0.95,0.95,0.98,0.04,0.02,0.27,0.32,0.28,0.16,0.18,0.17,0.07,0.10,0.15,0.16,0.05,0.07,0.39,0.30,0.09,0.13,0.12,0.16,0.04,0.04,0.54,0.53,0.48,0.51,0.02,0.05,0.94,0.80,0.90,0.60,0.25,0.18,0.10,0.07,0.06,0.03,0.07,0.02,15448.00,18326.00,53268.00,41549.00,31288.00,22945.00,2.96,50.00,2.67,1.00,3.00,4.00,3.00,3.00,2.00,3.25,4.00,3.00,3.00,3.00
"Sacramento city, CA",502517.00,111593.00,0.22,0.75,0.58,0.59,0.78,0.73,0.90,0.94,0.97,0.95,0.06,0.03,0.29,0.32,0.27,0.25,0.15,0.14,0.08,0.11,0.18,0.22,0.05,0.09,0.42,0.42,0.08,0.15,0.15,0.19,0.03,0.06,0.49,0.50,0.43,0.48,0.01,0.04,0.96,0.87,0.92,0.70,0.36,0.24,0.13,0.08,0.15,0.08,0.09,0.02,17715.00,14915.00,60490.00,43803.00,24000.00,25453.00,3.29,33.00,3.83,2.00,4.00,4.00,4.00,5.00,4.00,2.75,3.00,2.00,3.00,3.00
"San Antonio city, TX",1484014.00,204742.00,0.14,0.69,0.61,0.61,0.76,0.74,0.94,0.96,0.97,0.97,0.04,0.02,0.28,0.26,0.23,0.18,0.12,0.12,0.06,0.13,0.19,0.22,0.05,0.09,0.28,0.13,0.04,0.04,0.18,0.20,0.03,0.05,0.55,0.53,0.39,0.39,0.01,0.02,0.86,0.67,0.87,0.60,0.27,0.22,0.10,0.09,0.06,0.02,0.13,0.03,16187.00,15980.00,52203.00,38688.00,23740.00,20362.00,3.50,23.00,4.00,5.00,3.00,3.00,5.00,3.00,5.00,3.00,3.00,3.00,3.00,3.00
"San Bernardino city, CA",216811.00,50717.00,0.23,0.61,0.57,0.61,0.72,0.70,0.87,0.93,0.96,0.94,0.02,0.01,0.25,0.20,0.28,0.18,0.20,0.23,0.05,0.10,0.26,0.25,0.06,0.16,0.56,0.37,0.14,0.17,0.24,0.28,0.11,0.07,0.48,0.53,0.54,0.51,0.03,0.08,0.92,0.71,0.82,0.47,0.14,0.08,0.04,0.03,0.08,0.03,0.07,0.01,11889.00,15272.00,45322.00,21582.00,26272.00,17626.00,2.92,54.00,2.83,1.00,3.00,4.00,2.00,3.00,4.00,3.00,5.00,3.00,3.00,1.00
"San Diego city, CA",1403977.00,356074.00,0.25,0.76,0.63,0.60,0.78,0.74,0.92,0.94,0.97,0.96,0.06,0.03,0.30,0.40,0.28,0.26,0.17,0.15,0.11,0.14,0.15,0.20,0.05,0.09,0.30,0.31,0.07,0.09,0.08,0.15,0.02,0.02,0.47,0.44,0.47,0.56,0.02,0.05,0.94,0.86,0.95,0.73,0.49,0.37,0.19,0.17,0.07,0.04,0.14,0.04,18400.00,15341.00,61846.00,50000.00,30107.00,20362.00,3.13,43.00,3.50,3.00,4.00,5.00,3.00,5.00,1.00,2.75,2.00,1.00,3.00,5.00
"San Francisco city, CA",874787.00,299854.00,0.34,0.82,0.58,0.55,0.85,0.77,0.92,0.95,0.97,0.97,0.04,0.03,0.26,0.31,0.32,0.28,0.12,0.12,0.11,0.11,0.16,0.14,0.05,0.08,0.35,0.38,0.05,0.10,0.11,0.11,0.02,0.03,0.35,0.40,0.29,0.39,0.02,0.08,0.97,0.95,0.97,0.76,0.69,0.42,0.26,0.18,0.05,0.04,0.05,0.02,18021.00,18053.00,86328.00,71268.00,38353.00,25453.00,4.00,10.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,3.00,1.00,2.00,4.00,5.00
